"","Reference","year","month","Season","BAY_SEGMENT","TGTaxaScore","PelagicTaxaScore","LRScore","PropBenthicScore","NumGuildsScore","PropSelectScore","BenthicTaxaScore","NumTaxaScore","SelecTaxaScore","Cumul_Score"
"1558","TBM2003080104","2003","08","Summer",2,10,10,0,7,0,6,1,1,2,41
"1559","TBM2003080105","2003","08","Summer",2,10,10,0,2,0,0,1,1,0,27
"1560","TBM2003090204","2003","09","Summer",2,10,10,7,8,5,3,10,10,10,81
"1561","TBM2003090205","2003","09","Summer",2,10,10,0,5,0,6,5,4,8,53
"1562","TBM2003090206","2003","09","Summer",2,10,10,0,8,10,5,10,10,10,81
"1563","TBM2003090207","2003","09","Summer",2,10,10,0,10,0,1,5,4,8,53
"1564","TBM2004060401","2004","06","Summer",2,10,10,1,6,5,2,3,4,2,48
"1565","TBM2004060402","2004","06","Summer",2,10,10,0,7,5,4,4,4,8,58
"1566","TBM2004060403","2004","06","Summer",2,10,10,0,2,5,6,3,3,0,43
"1567","TBM2004070701","2004","07","Summer",2,10,10,1,2,10,8,6,6,4,63
"1568","TBM2004070706","2004","07","Summer",2,10,10,0,10,0,1,1,0,0,36
"1569","TBM2004080601","2004","08","Summer",2,10,10,0,3,5,9,4,4,6,57
"1570","TBM2004080603","2004","08","Summer",2,10,10,0,7,0,3,5,4,4,48
"1571","TBM2004080606","2004","08","Summer",2,10,10,1,0,5,10,1,2,6,50
"1572","TBM2004091001","2004","09","Summer",2,10,10,0,0,0,6,0,0,0,29
"1573","TBM2004091002","2004","09","Summer",2,10,10,0,0,5,9,1,2,4,46
"1574","TBM2004091003","2004","09","Summer",2,10,10,0,8,0,5,7,6,10,62
"1575","TBM2005060201","2005","06","Summer",2,10,10,0,2,0,8,0,0,2,36
"1576","TBM2005060202","2005","06","Summer",2,10,10,0,9,5,2,5,4,4,54
"1577","TBM2005060204","2005","06","Summer",2,10,10,0,8,5,2,10,10,10,72
"1578","TBM2005061601","2005","06","Summer",2,10,10,0,10,0,0,1,1,0,36
"1579","TBM2005071202","2005","07","Summer",2,10,10,1,8,10,2,6,8,8,70
"1580","TBM2005071204","2005","07","Summer",2,10,10,2,7,10,3,5,5,6,64
"1581","TBM2005071206","2005","07","Summer",2,10,10,4,10,5,0,2,1,2,49
"1582","TBM2005081101","2005","08","Summer",2,10,10,0,3,0,6,0,1,4,38
"1583","TBM2005081102","2005","08","Summer",2,10,10,0,0,5,10,0,1,2,42
"1584","TBM2005090201","2005","09","Summer",2,10,10,0,5,10,8,5,4,10,69
"1585","TBM2005090205","2005","09","Summer",2,10,10,0,8,5,2,1,2,4,47
"1586","TBM2005090206","2005","09","Summer",2,10,10,0,3,0,8,2,1,2,40
"1587","TBM2006060906","2006","06","Summer",2,10,10,0,0,0,0,3,4,2,32
"1588","TBM2006060907","2006","06","Summer",2,10,10,0,9,5,0,1,1,0,40
"1589","TBM2006070201","2006","07","Summer",2,10,10,0,0,5,10,2,4,6,52
"1590","TBM2006070204","2006","07","Summer",2,10,10,0,6,0,2,4,5,4,46
"1591","TBM2006071301","2006","07","Summer",2,10,10,0,9,10,1,8,10,10,76
"1592","TBM2006080701","2006","08","Summer",2,10,10,0,8,5,9,4,5,8,66
"1593","TBM2006080702","2006","08","Summer",2,10,10,0,10,5,0,3,2,0,44
"1594","TBM2006080703","2006","08","Summer",2,10,10,0,7,0,7,1,1,4,44
"1595","TBM2006091004","2006","09","Summer",2,10,10,0,8,5,5,5,4,6,59
"1596","TBM2007060801","2007","06","Summer",2,10,10,0,0,5,9,0,0,0,38
"1597","TBM2007060805","2007","06","Summer",2,10,10,0,7,0,3,1,1,0,36
"1598","TBM2007060807","2007","06","Summer",2,10,10,0,8,5,2,6,6,4,57
"1599","TBM2007071201","2007","07","Summer",2,10,10,2,10,5,2,4,3,4,56
"1600","TBM2007071202","2007","07","Summer",2,10,10,0,7,5,3,2,3,6,51
"1601","TBM2007071207","2007","07","Summer",2,10,10,0,1,5,6,0,1,2,39
"1602","TBM2007081104","2007","08","Summer",2,10,10,0,0,0,10,0,0,0,33
"1603","TBM2007081105","2007","08","Summer",2,10,10,3,8,10,1,3,5,4,60
"1604","TBM2007090201","2007","09","Summer",2,10,10,0,9,0,0,5,7,4,50
"1605","TBM2007090202","2007","09","Summer",2,10,10,10,7,5,2,5,6,6,68
"1606","TBM2007090204","2007","09","Summer",2,10,10,0,10,5,1,10,8,6,67
"1607","TBM2008060603","2008","06","Summer",2,10,10,0,9,0,3,3,2,4,46
"1608","TBM2008060605","2008","06","Summer",2,10,10,0,8,5,2,4,4,2,50
"1609","TBM2008060606","2008","06","Summer",2,10,10,0,8,5,2,5,4,4,53
"1610","TBM2008071103","2008","07","Summer",2,10,10,10,10,10,0,7,9,8,82
"1611","TBM2008071107","2008","07","Summer",2,10,10,0,10,0,3,2,1,0,40
"1612","TBM2008081203","2008","08","Summer",2,10,10,0,5,5,2,8,10,2,58
"1613","TBM2008091204","2008","09","Summer",2,10,10,1,2,10,2,7,10,10,69
"1614","TBM2008091205","2008","09","Summer",2,10,10,0,5,5,6,3,5,8,58
"1615","TBM2008091206","2008","09","Summer",2,10,10,0,7,10,3,5,6,6,63
"1616","TBM2009060105","2009","06","Summer",2,10,10,0,8,5,4,5,6,6,60
"1617","TBM2009060106","2009","06","Summer",2,10,10,1,4,10,6,4,4,2,57
"1618","TBM2009070501","2009","07","Summer",2,10,10,1,10,5,0,2,1,0,43
"1619","TBM2009070510","2009","07","Summer",2,10,10,0,0,5,2,5,6,0,42
"1620","TBM2009081301","2009","08","Summer",2,10,10,1,9,5,1,4,4,6,56
"1621","TBM2009081304","2009","08","Summer",2,10,10,10,10,5,1,5,3,4,64
"1622","TBM2009081305","2009","08","Summer",2,10,10,0,6,0,6,3,2,4,46
"1623","TBM2009090401","2009","09","Summer",2,10,10,0,6,0,5,3,3,4,46
"1624","TBM2009090403","2009","09","Summer",2,10,10,0,1,0,9,2,2,0,38
"1625","TBM2009090406","2009","09","Summer",2,10,10,1,10,5,2,5,4,4,57
"1626","TBM2010060607","2010","06","Summer",2,10,10,0,6,5,2,6,6,6,57
"1627","TBM2010071201","2010","07","Summer",2,10,10,10,10,5,4,5,4,8,73
"1628","TBM2010071208","2010","07","Summer",2,10,10,3,9,10,9,10,10,10,90
"1629","TBM2010081301","2010","08","Summer",2,10,10,0,1,5,9,5,5,2,52
"1630","TBM2010081302","2010","08","Summer",2,10,10,5,10,5,1,6,6,6,66
"1631","TBM2010090201","2010","09","Summer",2,10,10,9,9,5,4,1,1,4,59
"1632","TBM2010090202","2010","09","Summer",2,10,10,10,9,5,2,1,1,6,60
"1633","TBM2010090203","2010","09","Summer",2,10,10,2,9,5,0,4,4,6,56
"1634","TBM2011060702","2011","06","Summer",2,10,10,5,9,5,3,6,6,8,69
"1635","TBM2011060705","2011","06","Summer",2,10,10,0,8,5,2,5,6,6,58
"1636","TBM2011071104","2011","07","Summer",2,10,10,2,7,5,3,3,6,6,58
"1637","TBM2011071106","2011","07","Summer",2,10,10,0,3,5,10,3,2,8,57
"1638","TBM2011080801","2011","08","Summer",2,10,10,2,9,5,0,10,9,10,72
"1639","TBM2011080802","2011","08","Summer",2,10,10,0,3,5,8,2,2,6,51
"1640","TBM2011090901","2011","09","Summer",2,10,10,10,7,10,1,4,4,6,69
"1641","TBM2011090903","2011","09","Summer",2,10,10,1,9,5,8,9,7,10,77
"1642","TBM2012060701","2012","06","Summer",2,10,10,10,10,10,0,10,10,8,87
"1643","TBM2012060702","2012","06","Summer",2,10,10,10,9,10,0,10,10,10,88
"1644","TBM2012060907","2012","06","Summer",2,10,10,0,3,5,4,4,5,6,52
"1645","TBM2012070803","2012","07","Summer",2,10,10,2,4,5,7,7,8,8,68
"1646","TBM2012070804","2012","07","Summer",2,10,10,2,10,5,0,1,1,0,43
"1647","TBM2012070805","2012","07","Summer",2,10,10,0,6,0,4,1,2,0,37
"1648","TBM2012081203","2012","08","Summer",2,10,10,1,7,5,3,3,4,8,57
"1649","TBM2012081205","2012","08","Summer",2,10,10,6,10,5,1,6,4,2,60
"1650","TBM2012081206","2012","08","Summer",2,10,10,0,6,5,3,2,3,2,46
"1651","TBM2012090601","2012","09","Summer",2,10,10,5,7,10,0,3,3,0,53
"1652","TBM2012090604","2012","09","Summer",2,10,10,1,7,5,4,5,6,8,62
"1653","TBM2012090605","2012","09","Summer",2,10,10,0,9,10,1,5,5,2,58
"1654","TBM2012090606","2012","09","Summer",2,10,10,0,4,5,2,1,2,2,40
"1655","TBM2013060303","2013","06","Summer",2,10,10,10,10,5,0,4,4,6,66
"1656","TBM2013060304","2013","06","Summer",2,10,10,0,7,0,3,3,3,0,40
"1657","TBM2013060305","2013","06","Summer",2,10,10,5,7,5,4,5,6,8,67
"1658","TBM2013060307","2013","06","Summer",2,10,10,1,9,5,1,9,10,8,70
"1659","TBM2013070602","2013","07","Summer",2,10,10,0,6,5,6,3,4,8,58
"1660","TBM2013070605","2013","07","Summer",2,10,10,0,8,5,2,4,5,6,56
"1661","TBM2013070606","2013","07","Summer",2,10,10,8,8,10,4,9,9,10,87
"1662","TBM2013080602","2013","08","Summer",2,10,10,4,8,10,2,2,4,6,62
"1663","TBM2013080605","2013","08","Summer",2,10,10,0,6,5,4,3,3,2,48
"1664","TBM2013080606","2013","08","Summer",2,10,10,0,2,5,5,7,9,10,64
"1665","TBM2013091401","2013","09","Summer",2,10,10,6,10,5,2,3,1,2,54
"1666","TBM2013091402","2013","09","Summer",2,10,10,0,8,5,3,5,5,6,58
"1667","TBM2013091406","2013","09","Summer",2,10,10,0,8,0,2,2,3,4,43
"1668","TBM2014060402","2014","06","Summer",2,10,10,0,10,5,1,4,3,4,52
"1669","TBM2014060403","2014","06","Summer",2,10,10,0,8,5,2,4,4,4,52
"1670","TBM2014060405","2014","06","Summer",2,10,10,0,7,5,2,4,4,4,51
"1671","TBM2014060406","2014","06","Summer",2,10,10,0,7,5,4,4,4,4,53
"1672","TBM2014070201","2014","07","Summer",2,10,10,0,8,5,3,3,4,10,59
"1673","TBM2014070204","2014","07","Summer",2,10,10,0,9,5,3,6,6,8,63
"1674","TBM2014070206","2014","07","Summer",2,10,10,0,9,0,9,6,5,8,63
"1675","TBM2014081301","2014","08","Summer",2,10,10,0,1,5,8,2,2,4,47
"1676","TBM2014081302","2014","08","Summer",2,10,10,0,7,5,4,3,3,4,51
"1677","TBM2014091201","2014","09","Summer",2,10,10,10,10,5,1,7,6,8,74
"1678","TBM2014091205","2014","09","Summer",2,10,10,0,6,5,8,1,1,4,50
"1679","TBM2015061206","2015","06","Summer",2,10,10,7,9,5,1,3,4,2,57
"1680","TBM2015061207","2015","06","Summer",2,10,10,0,9,5,2,6,7,8,63
"1681","TBM2015071206","2015","07","Summer",2,10,10,0,9,5,1,3,4,4,51
"1682","TBM2015071207","2015","07","Summer",2,10,10,0,7,0,6,5,4,6,53
"1683","TBM2015080601","2015","08","Summer",2,10,10,0,9,5,10,5,5,10,71
"1684","TBM2015080603","2015","08","Summer",2,10,10,0,10,5,10,4,2,6,63
"1685","TBM2015091103","2015","09","Summer",2,10,10,0,2,0,10,2,1,6,46
"1686","TBM2015091105","2015","09","Summer",2,10,10,0,10,0,1,2,1,2,40
"1687","TBM2015091107","2015","09","Summer",2,10,10,1,9,10,1,2,2,2,52
"1688","TBM1998012701","1998","01","Winter",2,10,10,0,0,0,10,0,0,1,34
"1689","TBM1998012702","1998","01","Winter",2,10,10,0,5,3,0,1,1,0,33
"1690","TBM1998012703","1998","01","Winter",2,10,10,0,0,3,7,0,1,1,36
"1691","TBM1998022401","1998","02","Winter",2,10,10,0,2,3,10,1,1,3,44
"1692","TBM1998031701","1998","03","Winter",2,10,10,0,10,7,10,3,2,6,64
"1693","TBM1998031702","1998","03","Winter",2,10,10,0,5,3,10,1,1,3,48
"1694","TBM1998120303","1998","12","Winter",2,10,10,10,10,10,1,6,6,6,77
"1695","TBM1998120305","1998","12","Winter",2,10,10,10,7,10,2,5,9,4,74
"1696","TBM1998120309","1998","12","Winter",2,10,10,0,0,3,1,3,3,3,37
"1697","TBM1999010401","1999","01","Winter",2,10,10,0,10,3,7,4,3,4,57
"1698","TBM1999011905","1999","01","Winter",2,10,10,1,7,10,0,7,6,3,60
"1699","TBM1999021707","1999","02","Winter",2,10,10,0,10,3,7,3,1,3,52
"1700","TBM1999021708","1999","02","Winter",2,10,10,0,10,7,1,4,3,3,53
"1701","TBM1999030904","1999","03","Winter",2,10,10,0,0,0,0,0,0,0,22
"1702","TBM1999030905","1999","03","Winter",2,10,10,0,10,7,7,9,9,10,80
"1703","TBM1999120603","1999","12","Winter",2,10,10,0,7,3,1,3,5,1,44
"1704","TBM1999120605","1999","12","Winter",2,10,10,0,8,7,6,8,8,7,71
"1705","TBM2000011109","2000","01","Winter",2,10,10,0,10,3,0,6,4,1,49
"1706","TBM2000011301","2000","01","Winter",2,10,10,0,4,7,6,3,3,1,49
"1707","TBM2000020804","2000","02","Winter",2,10,10,0,10,0,0,1,0,0,34
"1708","TBM2000020806","2000","02","Winter",2,10,10,0,0,0,0,0,0,0,22
"1709","TBM2000020809","2000","02","Winter",2,10,10,0,3,3,5,1,1,3,40
"1710","TBM2000030703","2000","03","Winter",2,10,10,0,7,3,4,4,5,6,54
"1711","TBM2000032102","2000","03","Winter",2,10,10,0,10,0,10,1,0,1,47
"1712","TBM2000032105","2000","03","Winter",2,10,10,0,4,7,2,5,6,4,53
"1713","TBM2000120509","2000","12","Winter",2,10,10,1,8,7,3,8,7,6,67
"1714","TBM2000120510","2000","12","Winter",2,10,10,0,9,7,9,6,6,10,74
"1715","TBM2001011103","2001","01","Winter",2,10,10,0,10,0,0,1,0,0,34
"1716","TBM2001011104","2001","01","Winter",2,10,10,0,2,3,0,3,3,0,34
"1717","TBM2001021102","2001","02","Winter",2,10,10,0,10,7,1,3,2,1,49
"1718","TBM2001021106","2001","02","Winter",2,10,10,0,5,7,5,7,6,6,62
"1719","TBM2001021107","2001","02","Winter",2,10,10,0,5,7,5,6,6,6,61
"1720","TBM2001031101","2001","03","Winter",2,10,10,0,3,3,7,3,4,3,48
"1721","TBM2001031103","2001","03","Winter",2,10,10,0,9,7,3,4,4,4,57
"1722","TBM2001031104","2001","03","Winter",2,10,10,0,5,3,5,2,1,1,41
"1723","TBM2001031105","2001","03","Winter",2,10,10,0,1,10,9,5,6,3,60
"1724","TBM2001120301","2001","12","Winter",2,10,10,1,8,7,4,7,6,4,63
"1725","TBM2001120302","2001","12","Winter",2,10,10,2,9,7,1,3,4,4,56
"1726","TBM2001120305","2001","12","Winter",2,10,10,0,9,10,2,10,10,10,79
"1727","TBM2002011102","2002","01","Winter",2,10,10,0,0,0,10,0,0,1,34
"1728","TBM2002011104","2002","01","Winter",2,10,10,0,0,3,5,0,1,1,33
"1729","TBM2002011106","2002","01","Winter",2,10,10,0,10,0,0,1,0,0,34
"1730","TBM2002021101","2002","02","Winter",2,10,10,0,1,7,3,2,4,3,44
"1731","TBM2002021103","2002","02","Winter",2,10,10,0,9,7,7,3,3,4,59
"1732","TBM2002030703","2002","03","Winter",2,10,10,0,6,3,0,2,1,0,36
"1733","TBM2002030706","2002","03","Winter",2,10,10,0,10,7,7,5,4,4,63
"1734","TBM2002121001","2002","12","Winter",2,10,10,0,7,7,3,4,4,3,53
"1735","TBM2002121002","2002","12","Winter",2,10,10,0,4,10,6,4,4,1,54
"1736","TBM2002121003","2002","12","Winter",2,10,10,0,9,3,1,7,6,1,52
"1737","TBM2002121004","2002","12","Winter",2,10,10,0,10,7,1,10,8,6,69
"1738","TBM2003010402","2003","01","Winter",2,10,10,0,10,3,0,5,4,1,48
"1739","TBM2003010404","2003","01","Winter",2,10,10,5,6,7,9,3,4,3,63
"1740","TBM2003010406","2003","01","Winter",2,10,10,0,0,0,10,0,0,1,34
"1741","TBM2003010407","2003","01","Winter",2,10,10,0,0,0,9,0,1,1,34
"1742","TBM2003020605","2003","02","Winter",2,10,10,0,0,0,10,0,0,1,34
"1743","TBM2003020606","2003","02","Winter",2,10,10,0,0,0,0,0,0,0,22
"1744","TBM2003030901","2003","03","Winter",2,10,10,0,6,7,5,10,10,9,74
"1745","TBM2003120301","2003","12","Winter",2,10,10,0,2,10,1,2,4,3,47
"1746","TBM2003120302","2003","12","Winter",2,10,10,0,10,3,5,2,1,1,47
"1747","TBM2004011301","2004","01","Winter",2,10,10,0,5,7,3,4,4,4,52
"1748","TBM2004011302","2004","01","Winter",2,10,10,0,10,0,0,1,0,0,34
"1749","TBM2004011303","2004","01","Winter",2,10,10,1,0,7,0,3,2,0,37
"1750","TBM2004011306","2004","01","Winter",2,10,10,3,2,7,2,5,6,3,53
"1751","TBM2004030705","2004","03","Winter",2,10,10,0,0,10,10,8,9,9,73
"1752","TBM2004030706","2004","03","Winter",2,10,10,0,7,7,8,4,4,7,63
"1753","TBM2004030707","2004","03","Winter",2,10,10,0,9,10,1,2,2,1,50
"1754","TBM2004121302","2004","12","Winter",2,10,10,0,10,3,2,6,5,7,59
"1755","TBM2004121304","2004","12","Winter",2,10,10,0,10,7,2,10,10,6,72
"1756","TBM2005010701","2005","01","Winter",2,10,10,0,10,3,0,4,3,0,44
"1757","TBM2005010705","2005","01","Winter",2,10,10,0,6,3,3,2,2,1,41
"1758","TBM2005021101","2005","02","Winter",2,10,10,0,3,3,3,2,2,3,40
"1759","TBM2005021102","2005","02","Winter",2,10,10,0,1,3,9,1,1,1,40
"1760","TBM2005021104","2005","02","Winter",2,10,10,0,8,7,4,4,4,6,59
"1761","TBM2005030704","2005","03","Winter",2,10,10,0,2,7,8,3,5,6,57
"1762","TBM2005030705","2005","03","Winter",2,10,10,0,2,7,8,4,4,7,58
"1763","TBM2005120104","2005","12","Winter",2,10,10,0,10,0,0,2,1,0,37
"1764","TBM2005120106","2005","12","Winter",2,10,10,0,5,3,5,1,1,1,40
"1765","TBM2006010701","2006","01","Winter",2,10,10,0,6,7,6,2,1,3,50
"1766","TBM2006010702","2006","01","Winter",2,10,10,0,10,0,8,2,1,1,47
"1767","TBM2006010706","2006","01","Winter",2,10,10,0,10,3,2,3,2,1,46
"1768","TBM2006020102","2006","02","Winter",2,10,10,0,6,7,6,3,4,6,58
"1769","TBM2006022101","2006","02","Winter",2,10,10,0,10,0,0,1,0,0,34
"1770","TBM2006022103","2006","02","Winter",2,10,10,0,10,0,10,1,0,1,47
"1771","TBM2006030506","2006","03","Winter",2,10,10,0,10,0,0,1,0,0,34
"1772","TBM2006030507","2006","03","Winter",2,10,10,0,10,3,0,4,3,1,46
"1773","TBM2006121201","2006","12","Winter",2,10,10,2,10,10,0,8,9,4,70
"1774","TBM2006121202","2006","12","Winter",2,10,10,0,2,3,8,3,2,1,43
"1775","TBM2006121203","2006","12","Winter",2,10,10,0,5,3,5,1,1,1,40
"1776","TBM2007010301","2007","01","Winter",2,10,10,0,4,7,8,3,2,4,53
"1777","TBM2007010803","2007","01","Winter",2,10,10,1,10,7,0,3,4,1,51
"1778","TBM2007010807","2007","01","Winter",2,10,10,0,10,0,0,1,0,0,34
"1779","TBM2007020304","2007","02","Winter",2,10,10,0,3,10,1,10,10,7,68
"1780","TBM2007020305","2007","02","Winter",2,10,10,1,5,7,5,8,9,9,71
"1781","TBM2007020306","2007","02","Winter",2,10,10,0,8,3,0,4,4,1,44
"1782","TBM2007030901","2007","03","Winter",2,10,10,0,9,10,2,4,4,3,58
"1783","TBM2007030902","2007","03","Winter",2,10,10,0,5,7,8,2,2,3,52
"1784","TBM2007120605","2007","12","Winter",2,10,10,5,8,7,1,2,3,1,52
"1785","TBM2008010905","2008","01","Winter",2,10,10,0,5,7,1,2,3,1,43
"1786","TBM2008010906","2008","01","Winter",2,10,10,1,8,7,6,10,10,10,80
"1787","TBM2008020701","2008","02","Winter",2,10,10,0,6,7,5,3,4,4,54
"1788","TBM2008020703","2008","02","Winter",2,10,10,0,0,7,8,2,4,3,49
"1789","TBM2008020704","2008","02","Winter",2,10,10,0,0,3,10,2,4,3,47
"1790","TBM2008031005","2008","03","Winter",2,10,10,0,5,3,8,3,2,4,50
"1791","TBM2008031007","2008","03","Winter",2,10,10,0,6,7,3,4,5,4,54
"1792","TBM2008031008","2008","03","Winter",2,10,10,0,6,3,0,3,2,0,38
"1793","TBM2008120401","2008","12","Winter",2,10,10,0,4,7,7,8,8,7,68
"1794","TBM2008120403","2008","12","Winter",2,10,10,0,2,7,4,3,4,3,48
"1795","TBM2009011303","2009","01","Winter",2,10,10,10,10,10,0,7,7,7,79
"1796","TBM2009011306","2009","01","Winter",2,10,10,0,2,3,0,2,1,0,31
"1797","TBM2009011307","2009","01","Winter",2,10,10,0,4,7,3,1,1,1,41
"1798","TBM2009020401","2009","02","Winter",2,10,10,1,3,7,8,10,10,10,77
"1799","TBM2009020404","2009","02","Winter",2,10,10,0,3,0,3,1,1,1,32
"1800","TBM2009031105","2009","03","Winter",2,10,10,0,0,7,1,2,4,1,39
"1801","TBM2009031106","2009","03","Winter",2,10,10,0,7,7,7,4,5,4,60
"1802","TBM2009120901","2009","12","Winter",2,10,10,1,2,10,4,7,10,4,64
"1803","TBM2009120902","2009","12","Winter",2,10,10,0,6,10,3,8,10,7,71
"1804","TBM2010010101","2010","01","Winter",2,10,10,0,0,0,0,0,0,0,22
"1805","TBM2010010102","2010","01","Winter",2,10,10,0,10,3,8,3,1,3,53
"1806","TBM2010020601","2010","02","Winter",2,10,10,0,6,3,1,3,2,1,40
"1807","TBM2010020604","2010","02","Winter",2,10,10,10,6,7,4,7,7,7,76
"1808","TBM2010030706","2010","03","Winter",2,10,10,0,3,3,9,3,2,4,49
"1809","TBM2010030707","2010","03","Winter",2,10,10,0,4,7,2,2,4,4,48
"1810","TBM2010120301","2010","12","Winter",2,10,10,0,2,7,10,4,4,10,63
"1811","TBM2010120302","2010","12","Winter",2,10,10,0,5,7,8,2,1,3,51
"1812","TBM2010120304","2010","12","Winter",2,10,10,0,1,7,9,3,4,4,53
"1813","TBM2010120305","2010","12","Winter",2,10,10,10,4,7,0,3,3,0,52
"1814","TBM2011010401","2011","01","Winter",2,10,10,0,10,3,1,3,2,1,44
"1815","TBM2011010408","2011","01","Winter",2,10,10,4,9,7,2,4,4,3,59
"1816","TBM2011020604","2011","02","Winter",2,10,10,1,2,3,8,3,4,4,50
"1817","TBM2011020605","2011","02","Winter",2,10,10,10,8,7,1,2,3,3,60
"1818","TBM2011020606","2011","02","Winter",2,10,10,10,10,7,0,6,4,3,67
"1819","TBM2011020607","2011","02","Winter",2,10,10,0,1,10,7,8,9,9,71
"1820","TBM2011030203","2011","03","Winter",2,10,10,2,4,7,8,6,6,9,69
"1821","TBM2011030205","2011","03","Winter",2,10,10,1,4,7,1,3,3,1,44
"1822","TBM2011120805","2011","12","Winter",2,10,10,0,1,10,9,3,5,7,61
"1823","TBM2012010901","2012","01","Winter",2,10,10,0,6,7,4,4,4,4,54
"1824","TBM2012020403","2012","02","Winter",2,10,10,0,4,7,4,3,6,4,53
"1825","TBM2012020404","2012","02","Winter",2,10,10,0,10,0,0,1,0,0,34
"1826","TBM2012020406","2012","02","Winter",2,10,10,0,9,7,0,3,4,1,49
"1827","TBM2012030801","2012","03","Winter",2,10,10,0,5,7,7,8,8,9,71
"1828","TBM2012030802","2012","03","Winter",2,10,10,2,1,10,1,6,9,6,61
"1829","TBM2012030806","2012","03","Winter",2,10,10,0,5,3,8,3,3,4,51
"1830","TBM2012120901","2012","12","Winter",2,10,10,3,7,7,2,3,6,4,58
"1831","TBM2012120903","2012","12","Winter",2,10,10,10,8,7,3,10,10,9,86
"1832","TBM2012120904","2012","12","Winter",2,10,10,10,9,7,2,9,10,10,86
"1833","TBM2013010501","2013","01","Winter",2,10,10,0,9,3,1,3,3,1,44
"1834","TBM2013010505","2013","01","Winter",2,10,10,0,10,3,10,3,2,4,58
"1835","TBM2013010506","2013","01","Winter",2,10,10,0,8,7,2,5,6,9,63
"1836","TBM2013010507","2013","01","Winter",2,10,10,0,2,7,1,3,4,1,42
"1837","TBM2013020703","2013","02","Winter",2,10,10,0,4,3,1,2,1,1,36
"1838","TBM2013020705","2013","02","Winter",2,10,10,0,2,7,8,3,2,1,48
"1839","TBM2013020706","2013","02","Winter",2,10,10,0,5,7,3,3,3,3,49
"1840","TBM2013030906","2013","03","Winter",2,10,10,0,2,7,8,6,9,7,66
"1841","TBM2013120903","2013","12","Winter",2,10,10,0,10,3,0,2,1,0,40
"1842","TBM2014010602","2014","01","Winter",2,10,10,0,1,7,9,2,3,4,51
"1843","TBM2014010604","2014","01","Winter",2,10,10,2,3,10,8,7,8,7,72
"1844","TBM2014010605","2014","01","Winter",2,10,10,0,7,3,3,2,1,1,41
"1845","TBM2014020503","2014","02","Winter",2,10,10,0,1,3,9,3,3,3,47
"1846","TBM2014020505","2014","02","Winter",2,10,10,0,8,3,0,1,1,0,37
"1847","TBM2014020506","2014","02","Winter",2,10,10,0,6,7,2,3,4,1,48
"1848","TBM2014030603","2014","03","Winter",2,10,10,2,10,3,0,3,2,1,46
"1849","TBM2014030606","2014","03","Winter",2,10,10,1,1,10,8,10,10,10,78
"1850","TBM2014030607","2014","03","Winter",2,10,10,0,7,7,5,3,3,4,54
"1851","TBM2014120501","2014","12","Winter",2,10,10,0,9,3,1,4,4,1,47
"1852","TBM2014120502","2014","12","Winter",2,10,10,0,9,7,8,6,6,10,73
"1853","TBM2015010103","2015","01","Winter",2,10,10,0,10,3,5,5,5,7,61
"1854","TBM2015010105","2015","01","Winter",2,10,10,0,10,3,0,2,1,0,40
"1855","TBM2015020104","2015","02","Winter",2,10,10,0,0,3,0,0,1,0,27
"1856","TBM2015020105","2015","02","Winter",2,10,10,0,4,7,6,3,4,4,53
"1857","TBM2015020106","2015","02","Winter",2,10,10,2,10,0,0,1,0,0,37
"1858","TBM2015031104","2015","03","Winter",2,10,10,0,10,7,9,3,2,3,60
"1859","TBM2015031105","2015","03","Winter",2,10,10,0,0,3,10,0,1,4,42
"1860","TBM2015031106","2015","03","Winter",2,10,10,0,8,7,5,3,3,4,56
"1861","TBM2015121001","2015","12","Winter",2,10,10,0,10,3,8,3,1,3,53
"1862","TBM2015121005","2015","12","Winter",2,10,10,0,0,7,0,0,2,0,32
"1863","TBM2015121007","2015","12","Winter",2,10,10,0,10,3,10,2,1,3,54
"1864","TBM1998101205","1998","10","Fall",3,10,10,0,8,5,1,5,5,3,52
"1865","TBM1998101401","1998","10","Fall",3,10,10,1,4,5,4,3,4,6,52
"1866","TBM1998101405","1998","10","Fall",3,10,10,0,6,5,5,4,4,1,50
"1867","TBM1998102001","1998","10","Fall",3,10,10,6,9,5,1,8,8,8,72
"1868","TBM1998102002","1998","10","Fall",3,10,10,0,3,5,7,2,3,2,47
"1869","TBM1998111203","1998","11","Fall",3,10,10,0,9,5,9,4,3,6,62
"1870","TBM1998111208","1998","11","Fall",3,10,10,0,0,0,10,0,0,0,33
"1871","TBM1998111209","1998","11","Fall",3,10,10,0,5,0,7,1,1,2,40
"1872","TBM1999100608","1999","10","Fall",3,10,10,0,10,0,0,0,0,0,33
"1873","TBM1999100612","1999","10","Fall",3,10,10,0,6,0,5,3,4,3,46
"1874","TBM1999100615","1999","10","Fall",3,10,10,0,10,5,8,7,6,4,67
"1875","TBM1999101101","1999","10","Fall",3,10,10,4,8,10,0,7,8,6,70
"1876","TBM1999101112","1999","10","Fall",3,10,10,0,0,5,10,1,3,3,47
"1877","TBM1999101412","1999","10","Fall",3,10,10,5,9,5,1,7,7,3,63
"1878","TBM1999110107","1999","11","Fall",3,10,10,0,9,5,9,3,3,3,58
"1879","TBM1999110112","1999","11","Fall",3,10,10,0,8,5,7,4,4,2,56
