"","Reference","year","month","Season","BAY_SEGMENT","LRScore","PropESScore","PropFacScore","PropMSScore","PropSelectScore","PropTSScore","ESTaxaScore","SelecTaxaScore","Cumul_Score"
"693","TBM2008120204","2008","12","Winter",2,0,4,5,6,3,9,7,8,53
"694","TBM2008120205","2008","12","Winter",2,0,3,0,8,3,8,5,7,43
"695","TBM2009010101","2009","01","Winter",2,1,10,0,0,0,10,5,5,39
"696","TBM2009010102","2009","01","Winter",2,1,6,1,4,2,6,9,8,46
"697","TBM2009020201","2009","02","Winter",2,0,10,0,0,0,10,5,0,31
"698","TBM2009020202","2009","02","Winter",2,0,0,0,10,0,10,0,0,25
"699","TBM2009030102","2009","03","Winter",2,0,2,2,8,4,7,8,7,48
"700","TBM2009030105","2009","03","Winter",2,3,3,4,8,0,7,7,2,43
"701","TBM2009120101","2009","12","Winter",2,0,7,1,3,3,9,5,10,48
"702","TBM2009120104","2009","12","Winter",2,0,3,3,7,6,4,5,8,45
"703","TBM2009120106","2009","12","Winter",2,0,7,0,3,3,9,9,5,45
"704","TBM2010014107","2010","01","Winter",2,1,1,1,9,2,9,5,5,41
"705","TBM2010014401","2010","01","Winter",2,0,5,0,5,8,2,2,5,34
"706","TBM2010020301","2010","02","Winter",2,0,3,0,7,0,10,0,0,25
"707","TBM2010020302","2010","02","Winter",2,3,3,1,7,6,2,2,5,36
"708","TBM2010020305","2010","02","Winter",2,0,2,0,8,9,1,0,3,29
"709","TBM2010030502","2010","03","Winter",2,1,0,0,10,4,2,2,2,26
"710","TBM2010034606","2010","03","Winter",2,1,7,1,3,5,3,5,5,38
"711","TBM2010120806","2010","12","Winter",2,0,6,1,4,3,7,8,9,48
"712","TBM2010120807","2010","12","Winter",2,0,3,9,7,5,7,5,5,51
"713","TBM2010124304","2010","12","Winter",2,0,7,3,3,2,9,3,5,40
"714","TBM2011010404","2011","01","Winter",2,1,5,1,5,10,0,4,5,39
"715","TBM2011010406","2011","01","Winter",2,10,5,1,6,1,5,8,5,51
"716","TBM2011011301","2011","01","Winter",2,0,2,2,8,7,4,5,7,44
"717","TBM2011011302","2011","01","Winter",2,10,2,0,8,4,0,4,8,45
"718","TBM2011024302","2011","02","Winter",2,10,1,1,10,3,0,5,7,46
"719","TBM2011031103","2011","03","Winter",2,6,3,4,7,5,2,5,3,44
"720","TBM2011034103","2011","03","Winter",2,10,1,0,9,3,0,1,4,35
"721","TBM2011120503","2011","12","Winter",2,0,2,4,7,0,9,0,0,28
"722","TBM2011120504","2011","12","Winter",2,0,1,10,9,7,10,0,2,49
"723","TBM2011124101","2011","12","Winter",2,0,10,0,0,0,10,1,0,26
"724","TBM2011124509","2011","12","Winter",2,0,5,0,5,0,10,4,0,30
"725","TBM2012011209","2012","01","Winter",2,0,7,0,3,7,0,2,3,28
"726","TBM2012020504","2012","02","Winter",2,2,2,2,8,8,6,5,8,51
"727","TBM2012020505","2012","02","Winter",2,0,5,4,5,5,5,2,3,36
"728","TBM2012020507","2012","02","Winter",2,0,1,5,9,3,7,0,2,34
"729","TBM2012030702","2012","03","Winter",2,0,7,1,3,3,7,5,2,35
"730","TBM2012030703","2012","03","Winter",2,0,5,1,5,4,8,3,5,39
"731","TBM2012030704","2012","03","Winter",2,0,8,2,2,6,5,5,5,41
"732","TBM2012120305","2012","12","Winter",2,0,2,4,8,7,4,3,7,44
"733","TBM2012120308","2012","12","Winter",2,0,10,0,0,0,10,2,5,34
"734","TBM2013010406","2013","01","Winter",2,0,4,0,6,0,10,0,0,25
"735","TBM2013020702","2013","02","Winter",2,1,6,1,4,8,2,7,8,46
"736","TBM2013030901","2013","03","Winter",2,0,9,0,1,2,8,5,10,44
"737","TBM2013030903","2013","03","Winter",2,0,4,3,7,7,3,4,5,41
"738","TBM2013030904","2013","03","Winter",2,0,0,0,0,0,0,0,0,0
"739","TBM2013120904","2013","12","Winter",2,0,10,0,0,0,10,0,0,25
"740","TBM2013120905","2013","12","Winter",2,0,2,2,9,7,5,0,5,38
"741","TBM2014010801","2014","01","Winter",2,0,5,5,5,6,4,5,7,46
"742","TBM2014010809","2014","01","Winter",2,0,1,9,9,3,6,5,5,48
"743","TBM2014010810","2014","01","Winter",2,0,9,0,2,5,7,3,7,41
"744","TBM2014020703","2014","02","Winter",2,3,3,2,7,2,6,7,5,44
"745","TBM2014020704","2014","02","Winter",2,0,3,4,7,6,3,2,5,38
"746","TBM2014020705","2014","02","Winter",2,0,10,0,0,0,10,7,7,43
"747","TBM2014031101","2014","03","Winter",2,0,5,6,5,0,10,1,0,34
"748","TBM2014120905","2014","12","Winter",2,0,0,8,10,5,6,0,5,43
"749","TBM2014120906","2014","12","Winter",2,0,9,0,1,2,10,10,10,53
"750","TBM2014120907","2014","12","Winter",2,0,10,0,0,0,10,3,5,35
"751","TBM2015010302","2015","01","Winter",2,0,10,0,0,0,10,10,9,49
"752","TBM2015020404","2015","02","Winter",2,0,6,2,4,6,4,3,5,38
"753","TBM2015020406","2015","02","Winter",2,0,4,4,7,8,2,2,5,40
"754","TBM2015020407","2015","02","Winter",2,0,9,0,2,3,7,7,10,48
"755","TBM2015030204","2015","03","Winter",2,0,10,0,1,1,9,8,10,49
"756","TBM2015030205","2015","03","Winter",2,1,6,2,5,2,8,8,7,49
"757","TBM2015030209","2015","03","Winter",2,0,7,1,3,5,5,10,5,45
"758","TBM2015120607","2015","12","Winter",2,0,5,4,5,8,2,2,5,39
"759","TBM2015120609","2015","12","Winter",2,0,2,10,9,4,6,0,2,41
"760","TBM2005100204","2005","10","Fall",3,0,0,10,10,0,10,0,0,38
"761","TBM2005100205","2005","10","Fall",3,0,0,10,10,3,10,3,3,49
"762","TBM2005100206","2005","10","Fall",3,0,0,10,10,0,10,0,0,38
"763","TBM2005100207","2005","10","Fall",3,0,0,6,10,10,10,2,2,50
"764","TBM2005110604","2005","11","Fall",3,0,3,5,7,5,9,10,10,61
"765","TBM2005110605","2005","11","Fall",3,0,0,9,10,3,9,5,5,51
"766","TBM2005110606","2005","11","Fall",3,0,4,2,6,9,10,7,8,58
"767","TBM2005110607","2005","11","Fall",3,3,1,7,9,1,7,7,3,48
"768","TBM2005111101","2005","11","Fall",3,0,0,0,10,0,10,0,0,25
"769","TBM2005111103","2005","11","Fall",3,0,2,2,9,4,8,2,3,38
"770","TBM2006101001","2006","10","Fall",3,0,10,1,1,0,10,9,5,45
"771","TBM2006101101","2006","10","Fall",3,0,10,0,1,1,10,10,10,53
"772","TBM2006101102","2006","10","Fall",3,0,10,0,0,0,10,2,0,28
"773","TBM2006101103","2006","10","Fall",3,0,8,1,2,0,10,10,3,43
"774","TBM2006110403","2006","11","Fall",3,0,0,8,10,0,10,0,0,35
"775","TBM2006110404","2006","11","Fall",3,0,4,3,7,4,4,3,5,38
"776","TBM2006110405","2006","11","Fall",3,0,1,10,9,10,10,5,5,63
"777","TBM2006110707","2006","11","Fall",3,0,5,0,6,10,4,8,5,48
"778","TBM2007100502","2007","10","Fall",3,0,3,2,8,3,9,5,3,41
"779","TBM2007101002","2007","10","Fall",3,0,3,3,7,7,5,2,5,40
"780","TBM2007101004","2007","10","Fall",3,0,10,0,0,1,10,10,7,48
"781","TBM2007101204","2007","10","Fall",3,0,1,9,9,0,9,2,0,38
"782","TBM2007101205","2007","10","Fall",3,0,0,10,10,1,10,3,2,45
"783","TBM2007110201","2007","11","Fall",3,0,5,2,5,6,8,7,5,48
"784","TBM2007110202","2007","11","Fall",3,0,3,7,7,10,10,3,2,53
"785","TBM2007110205","2007","11","Fall",3,0,3,6,7,6,9,5,5,51
"786","TBM2007110301","2007","11","Fall",3,0,0,10,10,0,10,0,0,38
"787","TBM2007110304","2007","11","Fall",3,0,3,7,7,0,6,3,0,33
"788","TBM2008100207","2008","10","Fall",3,0,1,7,9,7,8,2,2,45
"789","TBM2008100208","2008","10","Fall",3,3,7,1,3,1,7,8,5,44
"790","TBM2008100505","2008","10","Fall",3,7,4,4,6,1,8,10,3,54
"791","TBM2008110303","2008","11","Fall",3,0,9,0,2,3,9,10,7,50
"792","TBM2008110304","2008","11","Fall",3,3,7,2,4,1,8,10,5,50
"793","TBM2008110501","2008","11","Fall",3,0,3,3,7,4,9,6,5,46
"794","TBM2008110502","2008","11","Fall",3,2,5,4,5,0,2,3,0,26
"795","TBM2008110503","2008","11","Fall",3,0,2,3,8,2,10,5,3,41
"796","TBM2009100402","2009","10","Fall",3,0,1,5,9,6,10,2,5,48
"797","TBM2009100403","2009","10","Fall",3,0,1,8,8,0,10,2,0,36
"798","TBM2009100404","2009","10","Fall",3,2,3,1,7,0,5,2,0,25
"799","TBM2009110403","2009","11","Fall",3,0,6,3,5,0,9,8,0,39
"800","TBM2009110404","2009","11","Fall",3,10,3,2,8,8,5,6,7,61
"801","TBM2009110407","2009","11","Fall",3,1,6,2,4,3,6,6,5,41
"802","TBM2009111402","2009","11","Fall",3,3,0,0,10,10,9,3,5,50
"803","TBM2009111403","2009","11","Fall",3,0,3,3,7,3,9,5,2,40
"804","TBM2009111404","2009","11","Fall",3,0,0,0,0,0,0,0,0,0
"805","TBM2010100201","2010","10","Fall",3,3,10,0,0,0,10,10,8,51
"806","TBM2010100202","2010","10","Fall",3,10,3,1,7,1,2,6,2,40
"807","TBM2010100601","2010","10","Fall",3,4,3,1,7,4,6,6,10,51
"808","TBM2010100606","2010","10","Fall",3,3,5,1,5,6,8,8,10,58
"809","TBM2010100608","2010","10","Fall",3,1,5,3,6,4,9,10,10,60
"810","TBM2010110502","2010","11","Fall",3,2,7,1,4,1,8,6,5,43
"811","TBM2010110802","2010","11","Fall",3,5,2,3,8,1,4,6,2,39
"812","TBM2010110803","2010","11","Fall",3,4,0,3,10,0,2,2,0,26
"813","TBM2010110804","2010","11","Fall",3,0,0,10,10,2,10,2,2,45
"814","TBM2010111002","2010","11","Fall",3,0,10,0,0,0,10,5,0,31
"815","TBM2011100305","2011","10","Fall",3,3,2,4,8,2,4,3,4,38
"816","TBM2011100306","2011","10","Fall",3,2,1,7,9,1,6,2,3,39
"817","TBM2011100307","2011","10","Fall",3,4,1,8,9,0,7,5,0,43
"818","TBM2011100308","2011","10","Fall",3,7,2,4,8,0,5,7,0,41
"819","TBM2011101109","2011","10","Fall",3,4,5,2,6,1,5,5,2,38
"820","TBM2011110108","2011","11","Fall",3,10,7,0,3,0,6,6,0,40
"821","TBM2011110707","2011","11","Fall",3,0,6,6,5,0,10,2,0,36
"822","TBM2011110708","2011","11","Fall",3,1,2,6,8,1,9,5,2,43
"823","TBM2012101205","2012","10","Fall",3,1,4,2,6,4,9,3,3,40
"824","TBM2012101206","2012","10","Fall",3,0,6,2,4,4,8,3,7,43
"825","TBM2012101301","2012","10","Fall",3,1,1,10,9,0,10,8,5,55
"826","TBM2012110401","2012","11","Fall",3,0,0,0,10,0,10,0,0,25
"827","TBM2012110702","2012","11","Fall",3,0,3,6,7,0,10,4,0,38
"828","TBM2012110708","2012","11","Fall",3,10,0,1,10,1,0,1,6,36
"829","TBM2012110709","2012","11","Fall",3,10,1,2,9,4,2,4,6,48
"830","TBM2013100806","2013","10","Fall",3,0,0,7,10,10,6,2,8,54
"831","TBM2013100807","2013","10","Fall",3,0,8,2,2,0,0,3,3,23
"832","TBM2013100808","2013","10","Fall",3,0,4,2,6,5,10,2,2,39
"833","TBM2013101301","2013","10","Fall",3,0,0,6,10,6,9,2,5,48
"834","TBM2013111101","2013","11","Fall",3,0,9,2,2,1,0,4,2,25
"835","TBM2013111203","2013","11","Fall",3,0,5,3,5,4,2,3,2,30
"836","TBM2013111307","2013","11","Fall",3,0,1,6,9,6,9,2,5,48
"837","TBM2014100809","2014","10","Fall",3,2,1,7,9,2,8,6,6,51
"838","TBM2014100810","2014","10","Fall",3,3,5,1,5,2,5,5,3,36
"839","TBM2014100811","2014","10","Fall",3,2,4,6,7,0,8,5,3,44
"840","TBM2014110202","2014","11","Fall",3,0,5,5,6,4,10,2,2,43
"841","TBM2014110502","2014","11","Fall",3,0,4,2,7,3,8,4,2,38
"842","TBM2014110503","2014","11","Fall",3,0,0,6,10,7,9,0,10,53
"843","TBM2014110705","2014","11","Fall",3,0,6,6,5,2,10,3,3,44
"844","TBM2014110706","2014","11","Fall",3,1,4,6,6,0,10,5,2,43
"845","TBM2015100504","2015","10","Fall",3,0,0,10,10,4,9,0,8,51
"846","TBM2015100701","2015","10","Fall",3,0,2,7,8,0,10,3,0,38
"847","TBM2015100702","2015","10","Fall",3,0,4,7,7,0,10,2,0,38
"848","TBM2015110101","2015","11","Fall",3,0,1,9,9,0,10,3,0,40
"849","TBM2015110301","2015","11","Fall",3,0,6,6,5,0,3,2,0,28
"850","TBM2015110302","2015","11","Fall",3,0,0,0,0,0,0,0,0,0
"851","TBM2015111502","2015","11","Fall",3,0,7,1,4,0,9,5,0,33
"852","TBM2015111503","2015","11","Fall",3,3,0,4,10,0,4,2,0,29
"853","TBM2005040601","2005","04","Spring",3,10,0,7,10,0,5,2,2,45
"854","TBM2005040602","2005","04","Spring",3,3,1,7,9,1,5,1,2,36
"855","TBM2005041203","2005","04","Spring",3,2,9,1,1,5,6,7,5,45
"856","TBM2005041205","2005","04","Spring",3,10,3,0,7,3,0,10,8,51
"857","TBM2005050108","2005","05","Spring",3,10,6,1,4,0,5,4,5,44
"858","TBM2006040903","2006","04","Spring",3,0,6,6,4,8,3,1,3,39
"859","TBM2006040904","2006","04","Spring",3,3,3,2,7,2,5,5,3,38
"860","TBM2006040905","2006","04","Spring",3,0,8,2,2,10,1,1,2,33
"861","TBM2006040906","2006","04","Spring",3,4,6,1,4,6,0,3,2,33
"862","TBM2006040907","2006","04","Spring",3,0,3,9,7,2,7,2,2,40
"863","TBM2006040908","2006","04","Spring",3,0,5,6,5,8,3,3,8,48
"864","TBM2006040909","2006","04","Spring",3,3,5,4,5,4,3,6,2,40
"865","TBM2006050601","2006","05","Spring",3,0,1,10,9,6,9,7,3,56
"866","TBM2006050602","2006","05","Spring",3,0,3,9,7,3,9,5,5,51
"867","TBM2006050603","2006","05","Spring",3,0,2,5,8,3,10,8,3,49
"868","TBM2006050608","2006","05","Spring",3,0,5,6,5,0,10,5,0,39
"869","TBM2006051004","2006","05","Spring",3,0,2,10,8,0,8,1,0,36
"870","TBM2006051005","2006","05","Spring",3,0,4,2,6,2,8,8,7,46
"871","TBM2007040503","2007","04","Spring",3,1,7,0,3,9,2,8,8,48
"872","TBM2007040504","2007","04","Spring",3,0,10,0,0,10,2,4,2,35
"873","TBM2007040506","2007","04","Spring",3,0,9,1,1,2,7,4,2,33
"874","TBM2007040508","2007","04","Spring",3,0,7,4,3,2,8,10,5,49
"875","TBM2007050603","2007","05","Spring",3,0,8,1,3,1,8,6,2,36
"876","TBM2007050605","2007","05","Spring",3,0,5,4,5,0,9,6,2,39
"877","TBM2007050608","2007","05","Spring",3,0,1,10,9,3,9,3,5,50
"878","TBM2008040801","2008","04","Spring",3,0,7,4,3,0,2,1,0,21
"879","TBM2008040802","2008","04","Spring",3,0,10,2,0,0,0,1,0,16
"880","TBM2008040803","2008","04","Spring",3,0,3,4,7,1,8,4,2,36
"881","TBM2008040804","2008","04","Spring",3,0,2,8,8,1,9,5,2,44
"882","TBM2008040809","2008","04","Spring",3,0,5,7,6,0,9,5,0,40
"883","TBM2008040810","2008","04","Spring",3,3,3,6,7,7,9,4,2,51
"884","TBM2008050303","2008","05","Spring",3,5,7,1,3,1,0,5,5,34
"885","TBM2008051304","2008","05","Spring",3,0,5,6,5,0,5,1,0,28
"886","TBM2008051305","2008","05","Spring",3,0,10,1,0,0,0,2,2,19
"887","TBM2008051306","2008","05","Spring",3,0,5,0,5,7,7,5,10,49
"888","TBM2008051307","2008","05","Spring",3,0,2,9,8,0,10,1,0,38
"889","TBM2009040401","2009","04","Spring",3,10,10,0,0,1,8,10,9,60
"890","TBM2009040706","2009","04","Spring",3,5,2,5,8,0,5,4,2,39
"891","TBM2009040801","2009","04","Spring",3,1,0,8,10,0,5,0,0,30
"892","TBM2010040404","2010","04","Spring",3,1,4,4,6,1,6,4,5,39
"893","TBM2010040906","2010","04","Spring",3,3,0,4,10,0,0,0,0,21
"894","TBM2010050703","2010","05","Spring",3,0,3,0,7,10,10,6,10,58
"895","TBM2010051101","2010","05","Spring",3,0,3,7,7,1,8,3,3,40
"896","TBM2010051102","2010","05","Spring",3,1,2,9,8,6,9,5,3,54
"897","TBM2010051103","2010","05","Spring",3,1,1,7,9,5,8,1,8,50
"898","TBM2011040607","2011","04","Spring",3,4,2,2,7,1,6,5,3,38
"899","TBM2011041002","2011","04","Spring",3,1,1,7,9,1,8,3,3,41
"900","TBM2011041003","2011","04","Spring",3,8,0,3,10,0,0,0,0,26
"901","TBM2011050706","2011","05","Spring",3,6,1,3,9,0,1,1,0,26
"902","TBM2011050707","2011","05","Spring",3,1,2,4,8,0,3,1,0,24
"903","TBM2011051005","2011","05","Spring",3,10,1,4,9,0,2,1,0,34
"904","TBM2011051006","2011","05","Spring",3,4,4,5,6,5,3,4,2,41
"905","TBM2012041010","2012","04","Spring",3,0,4,0,6,1,8,1,2,28
"906","TBM2012041011","2012","04","Spring",3,0,4,4,6,3,7,1,5,38
"907","TBM2012041105","2012","04","Spring",3,0,3,9,7,10,10,1,5,56
"908","TBM2012041106","2012","04","Spring",3,0,0,10,10,0,10,0,0,38
"909","TBM2012050502","2012","05","Spring",3,0,5,1,5,0,7,4,0,28
"910","TBM2012050904","2012","05","Spring",3,5,3,1,7,1,7,5,5,43
"911","TBM2012050906","2012","05","Spring",3,5,1,1,9,0,2,1,0,24
"912","TBM2012051201","2012","05","Spring",3,8,8,0,2,2,6,10,10,58
"913","TBM2012051202","2012","05","Spring",3,0,2,3,8,5,10,1,2,39
"914","TBM2012051203","2012","05","Spring",3,4,1,1,9,0,6,4,0,31
"915","TBM2012051204","2012","05","Spring",3,1,0,4,10,0,1,0,0,20
"916","TBM2013040404","2013","04","Spring",3,3,6,2,4,1,8,4,5,41
"917","TBM2013041102","2013","04","Spring",3,0,0,9,10,10,8,0,5,53
"918","TBM2013041103","2013","04","Spring",3,4,3,1,7,3,6,9,8,51
"919","TBM2013041106","2013","04","Spring",3,0,1,4,9,2,9,1,2,35
"920","TBM2013041107","2013","04","Spring",3,0,2,6,8,2,8,5,8,49
"921","TBM2013050204","2013","05","Spring",3,0,0,0,10,0,3,0,0,16
"922","TBM2013050205","2013","05","Spring",3,0,0,9,10,0,10,0,0,36
"923","TBM2013050305","2013","05","Spring",3,0,0,10,10,0,10,0,0,38
"924","TBM2014040502","2014","04","Spring",3,5,8,1,3,8,2,8,10,56
"925","TBM2014041105","2014","04","Spring",3,8,1,5,9,1,4,5,2,44
"926","TBM2014041106","2014","04","Spring",3,0,0,0,0,0,0,0,0,0
"927","TBM2014050504","2014","05","Spring",3,0,7,5,3,0,3,2,0,25
"928","TBM2014050505","2014","05","Spring",3,1,4,6,6,4,6,3,7,46
"929","TBM2014050801","2014","05","Spring",3,0,7,3,3,0,3,2,0,23
"930","TBM2014050802","2014","05","Spring",3,1,10,0,0,2,6,10,8,46
"931","TBM2014050803","2014","05","Spring",3,0,9,2,1,3,4,10,7,45
"932","TBM2015040104","2015","04","Spring",3,0,4,3,6,5,7,4,5,43
"933","TBM2015040105","2015","04","Spring",3,0,10,0,0,3,8,4,2,34
"934","TBM2015040201","2015","04","Spring",3,0,3,4,7,4,10,2,2,40
"935","TBM2015040203","2015","04","Spring",3,0,4,3,6,5,8,2,5,41
"936","TBM2015040205","2015","04","Spring",3,10,10,0,0,2,8,7,10,59
"937","TBM2015050605","2015","05","Spring",3,1,8,0,2,7,5,10,10,54
"938","TBM2015050607","2015","05","Spring",3,0,2,2,8,0,10,1,0,29
"939","TBM2015050608","2015","05","Spring",3,4,2,4,9,1,4,3,3,38
"940","TBM2015050905","2015","05","Spring",3,4,6,2,4,0,2,3,0,26
"941","TBM2005061001","2005","06","Summer",3,0,0,7,10,0,10,0,0,34
"942","TBM2005061002","2005","06","Summer",3,0,0,10,10,0,10,0,0,38
"943","TBM2005061302","2005","06","Summer",3,0,1,9,9,0,10,1,0,38
"944","TBM2005061303","2005","06","Summer",3,0,2,5,8,0,10,1,0,33
"945","TBM2005061304","2005","06","Summer",3,0,0,6,9,2,10,0,2,36
"946","TBM2005061305","2005","06","Summer",3,0,0,6,10,0,10,0,0,33
"947","TBM2005070303","2005","07","Summer",3,1,4,6,6,2,9,5,4,46
"948","TBM2005070305","2005","07","Summer",3,0,1,4,7,0,8,4,2,33
"949","TBM2005070405","2005","07","Summer",3,0,0,9,10,0,10,0,0,36
"950","TBM2005070903","2005","07","Summer",3,0,0,9,10,3,8,1,4,44
"951","TBM2005070904","2005","07","Summer",3,0,0,5,10,8,4,0,2,36
"952","TBM2005070905","2005","07","Summer",3,0,5,0,5,8,10,3,2,41
"953","TBM2005080702","2005","08","Summer",3,0,1,2,9,10,10,5,6,54
"954","TBM2005080703","2005","08","Summer",3,0,1,7,8,2,8,4,4,43
"955","TBM2005080704","2005","08","Summer",3,0,1,10,9,0,10,2,0,40
"956","TBM2005090103","2005","09","Summer",3,0,5,6,5,0,10,1,0,34
"957","TBM2005090601","2005","09","Summer",3,0,0,10,10,3,10,0,2,44
"958","TBM2005090602","2005","09","Summer",3,0,0,10,10,10,10,0,4,55
"959","TBM2005090702","2005","09","Summer",3,0,1,9,9,2,10,4,4,49
"960","TBM2006060102","2006","06","Summer",3,0,7,0,3,7,4,10,6,46
"961","TBM2006060104","2006","06","Summer",3,0,5,5,6,0,5,1,0,28
"962","TBM2006060405","2006","06","Summer",3,0,2,0,8,0,10,3,0,29
"963","TBM2006060406","2006","06","Summer",3,0,2,8,8,1,10,2,2,41
"964","TBM2006060407","2006","06","Summer",3,0,0,2,10,1,10,1,4,35
"965","TBM2006070402","2006","07","Summer",3,2,6,2,4,0,4,7,2,34
"966","TBM2006070403","2006","07","Summer",3,0,6,5,4,1,5,4,2,34
"967","TBM2006070904","2006","07","Summer",3,0,0,8,10,5,10,0,2,44
"968","TBM2006070905","2006","07","Summer",3,0,6,3,4,2,6,7,8,45
"969","TBM2006080401","2006","08","Summer",3,0,9,0,1,2,9,10,10,51
"970","TBM2006080601","2006","08","Summer",3,8,4,4,6,0,4,6,4,45
"971","TBM2006081007","2006","08","Summer",3,0,5,1,5,9,5,10,10,56
"972","TBM2006081204","2006","08","Summer",3,0,1,10,9,10,9,1,2,53
"973","TBM2006081205","2006","08","Summer",3,0,5,3,6,3,5,5,6,41
"974","TBM2006090201","2006","09","Summer",3,0,4,6,6,1,6,4,4,39
"975","TBM2006090202","2006","09","Summer",3,0,10,0,0,0,0,3,6,24
"976","TBM2006090203","2006","09","Summer",3,3,8,0,2,4,9,10,10,58
"977","TBM2006090204","2006","09","Summer",3,0,4,5,6,1,9,7,6,48
"978","TBM2007060705","2007","06","Summer",3,0,0,8,10,10,10,0,2,50
"979","TBM2007061102","2007","06","Summer",3,0,5,5,5,0,5,3,2,31
"980","TBM2007070404","2007","07","Summer",3,0,6,4,4,3,4,5,9,44
"981","TBM2007070405","2007","07","Summer",3,0,4,6,6,1,6,3,2,35
"982","TBM2007070406","2007","07","Summer",3,2,4,0,7,1,9,5,2,38
"983","TBM2007070807","2007","07","Summer",3,0,9,1,1,0,1,1,0,16
"984","TBM2007070808","2007","07","Summer",3,0,7,3,3,0,3,1,0,21
"985","TBM2007070809","2007","07","Summer",3,0,9,1,1,1,2,6,6,33
"986","TBM2007080406","2007","08","Summer",3,0,4,1,6,0,8,10,4,41
"987","TBM2007080407","2007","08","Summer",3,0,9,0,1,1,9,7,6,41
"988","TBM2007080408","2007","08","Summer",3,0,7,2,3,4,8,9,10,54
"989","TBM2007080607","2007","08","Summer",3,0,6,3,4,2,5,5,3,35
"990","TBM2007080608","2007","08","Summer",3,0,10,0,0,0,0,6,4,25
"991","TBM2007090501","2007","09","Summer",3,0,3,3,7,3,7,4,7,43
"992","TBM2007090502","2007","09","Summer",3,0,2,10,8,9,10,3,4,58
"993","TBM2008060501","2008","06","Summer",3,0,7,3,3,0,3,1,0,21
"994","TBM2008060502","2008","06","Summer",3,3,3,4,7,3,6,4,6,45
"995","TBM2008060503","2008","06","Summer",3,0,2,7,8,0,8,2,0,34
"996","TBM2008060507","2008","06","Summer",3,1,8,2,2,0,9,8,2,40
"997","TBM2008060510","2008","06","Summer",3,0,8,2,2,0,2,4,2,25
"998","TBM2008061208","2008","06","Summer",3,0,9,1,1,0,1,3,0,19
"999","TBM2008070205","2008","07","Summer",3,0,7,3,3,0,3,3,2,26
"1000","TBM2008070602","2008","07","Summer",3,2,9,0,1,2,10,8,8,50
"1001","TBM2008070604","2008","07","Summer",3,0,7,3,3,0,3,2,0,23
"1002","TBM2008071408","2008","07","Summer",3,7,1,0,9,0,8,5,4,43
"1003","TBM2008080403","2008","08","Summer",3,1,3,1,7,4,3,2,2,29
"1004","TBM2008080703","2008","08","Summer",3,4,2,1,8,2,7,4,2,38
"1005","TBM2008081603","2008","08","Summer",3,7,6,1,4,0,8,6,4,45
"1006","TBM2008081604","2008","08","Summer",3,0,0,10,10,10,10,0,2,53
"1007","TBM2008081605","2008","08","Summer",3,0,2,9,8,0,9,2,0,38
"1008","TBM2008090306","2008","09","Summer",3,0,3,6,7,3,9,3,4,44
"1009","TBM2008090606","2008","09","Summer",3,0,4,6,6,1,8,7,2,43
"1010","TBM2008090905","2008","09","Summer",3,0,2,9,8,1,9,3,2,43
"1011","TBM2008090906","2008","09","Summer",3,0,5,6,5,0,5,1,0,28
"1012","TBM2008090907","2008","09","Summer",3,0,3,7,7,3,9,4,2,44
"1013","TBM2009060602","2009","06","Summer",3,0,2,4,8,3,9,4,4,43
"1014","TBM2009060903","2009","06","Summer",3,0,2,2,8,8,4,2,4,38
"1015","TBM2009060904","2009","06","Summer",3,0,7,4,3,5,8,3,2,40
"1016","TBM2009061401","2009","06","Summer",3,1,6,4,4,0,4,6,0,31
"1017","TBM2009070704","2009","07","Summer",3,0,4,5,6,1,9,1,2,35
"1018","TBM2009070706","2009","07","Summer",3,0,4,3,6,0,8,4,0,31
"1019","TBM2009071005","2009","07","Summer",3,0,7,3,3,0,4,6,2,31
"1020","TBM2009080201","2009","08","Summer",3,0,2,8,8,2,9,5,4,48
"1021","TBM2009080202","2009","08","Summer",3,0,5,5,5,1,10,3,4,41
"1022","TBM2009080905","2009","08","Summer",3,0,6,2,4,1,9,4,2,35
"1023","TBM2009080906","2009","08","Summer",3,0,2,4,7,5,10,1,2,39
"1024","TBM2009080907","2009","08","Summer",3,0,3,3,7,0,8,2,0,29
"1025","TBM2009090507","2009","09","Summer",3,0,0,0,0,0,0,0,0,0
"1026","TBM2009090603","2009","09","Summer",3,0,2,8,8,5,10,2,4,49
"1027","TBM2009090604","2009","09","Summer",3,0,2,4,8,5,9,7,6,51
"1028","TBM2009090605","2009","09","Summer",3,0,1,6,9,9,9,1,8,54
"1029","TBM2009090606","2009","09","Summer",3,0,0,7,9,2,10,1,4,41
"1030","TBM2009090608","2009","09","Summer",3,2,4,6,7,1,9,3,4,45
"1031","TBM2010060705","2010","06","Summer",3,0,3,4,7,1,8,3,2,35
"1032","TBM2010060907","2010","06","Summer",3,4,1,2,9,1,9,6,4,45
"1033","TBM2010060908","2010","06","Summer",3,2,0,1,10,10,9,1,6,49
"1034","TBM2010061101","2010","06","Summer",3,1,0,9,10,2,7,0,2,39
"1035","TBM2010061102","2010","06","Summer",3,10,1,3,9,2,4,2,2,41
"1036","TBM2010070408","2010","07","Summer",3,3,4,4,6,3,6,7,4,46
"1037","TBM2010071103","2010","07","Summer",3,0,3,2,7,4,8,4,6,43
"1038","TBM2010071104","2010","07","Summer",3,0,1,4,7,1,9,2,2,33
