"","Reference","year","month","Season","BAY_SEGMENT","NumIndivScore","TGAbundScore","BenthicTaxaScore","ESAbundScore","NumGuildsScore","NumTaxaScore","LRScore","SelecIndivScore","SelecTaxaScore","ShannonScore","Cumul_Score"
"2702","TBM2009030104","2009","03","Winter",2,10,10,2,0,8,3,1,0,3,5,42
"2703","TBM2009031101","2009","03","Winter",2,0,0,0,0,0,0,0,0,0,0,0
"2704","TBM2009031102","2009","03","Winter",2,10,10,2,0,5,2,2,0,0,2,33
"2705","TBM2009031103","2009","03","Winter",2,10,10,7,10,8,8,0,10,10,4,77
"2706","TBM2009120102","2009","12","Winter",2,10,10,1,0,3,1,0,0,0,0,25
"2707","TBM2009120103","2009","12","Winter",2,10,10,1,1,5,2,0,0,0,1,30
"2708","TBM2009120105","2009","12","Winter",2,10,10,4,0,8,4,0,0,7,6,49
"2709","TBM2009120107","2009","12","Winter",2,10,10,2,0,5,2,0,0,0,4,33
"2710","TBM2009120108","2009","12","Winter",2,0,0,0,0,0,0,0,0,0,0,0
"2711","TBM2009124609","2009","12","Winter",2,10,10,6,3,10,7,0,1,7,8,62
"2712","TBM2010010105","2010","01","Winter",2,10,10,4,0,5,4,3,0,0,6,42
"2713","TBM2010010106","2010","01","Winter",2,10,10,3,0,8,3,0,0,3,6,43
"2714","TBM2010010107","2010","01","Winter",2,10,10,0,0,3,1,0,0,0,0,24
"2715","TBM2010014103","2010","01","Winter",2,10,10,1,0,3,1,0,0,3,0,28
"2716","TBM2010014402","2010","01","Winter",2,10,10,6,0,5,5,0,0,0,8,44
"2717","TBM2010020303","2010","02","Winter",2,10,10,7,0,8,5,10,10,7,4,71
"2718","TBM2010020304","2010","02","Winter",2,10,10,4,0,5,4,10,10,3,4,60
"2719","TBM2010020602","2010","02","Winter",2,10,10,3,0,5,3,1,0,7,5,44
"2720","TBM2010020603","2010","02","Winter",2,10,10,2,0,5,3,4,0,7,4,45
"2721","TBM2010020605","2010","02","Winter",2,10,10,7,0,10,7,10,10,10,2,76
"2722","TBM2010024608","2010","02","Winter",2,10,10,2,1,8,4,1,2,3,6,47
"2723","TBM2010024612","2010","02","Winter",2,10,10,9,10,10,9,0,10,10,6,84
"2724","TBM2010024617","2010","02","Winter",2,10,10,2,0,8,3,0,0,7,5,45
"2725","TBM2010030501","2010","03","Winter",2,10,10,3,0,5,4,1,3,7,5,48
"2726","TBM2010030503","2010","03","Winter",2,10,10,7,0,5,5,10,0,7,2,56
"2727","TBM2010030504","2010","03","Winter",2,10,10,7,0,5,6,10,10,7,4,69
"2728","TBM2010030701","2010","03","Winter",2,10,10,3,0,8,4,10,3,3,4,55
"2729","TBM2010030705","2010","03","Winter",2,10,10,2,0,5,2,8,6,3,3,49
"2730","TBM2010034603","2010","03","Winter",2,10,10,2,0,5,2,5,5,3,3,45
"2731","TBM2010034604","2010","03","Winter",2,10,10,3,0,5,3,3,2,7,4,47
"2732","TBM2010034605","2010","03","Winter",2,10,10,3,0,8,4,10,1,7,3,56
"2733","TBM2010120303","2010","12","Winter",2,10,10,4,0,5,4,0,0,7,7,47
"2734","TBM2010120802","2010","12","Winter",2,10,10,6,0,8,5,0,0,7,9,55
"2735","TBM2010120803","2010","12","Winter",2,10,10,6,1,10,5,0,0,7,6,55
"2736","TBM2010120804","2010","12","Winter",2,10,10,4,1,8,5,0,0,7,6,51
"2737","TBM2010120805","2010","12","Winter",2,10,10,6,0,8,5,0,0,3,9,51
"2738","TBM2010124306","2010","12","Winter",2,0,0,0,0,0,0,0,0,0,0,0
"2739","TBM2010124307","2010","12","Winter",2,10,10,1,0,3,1,0,0,0,0,25
"2740","TBM2010124608","2010","12","Winter",2,10,10,7,0,5,5,0,0,7,10,54
"2741","TBM2011010402","2011","01","Winter",2,10,10,3,0,8,4,2,0,7,5,49
"2742","TBM2011010403","2011","01","Winter",2,10,10,1,0,3,1,0,0,0,0,25
"2743","TBM2011010405","2011","01","Winter",2,10,10,3,0,3,3,0,0,7,4,40
"2744","TBM2011011303","2011","01","Winter",2,10,10,9,6,8,10,0,10,10,7,80
"2745","TBM2011014602","2011","01","Winter",2,0,0,0,0,0,0,0,0,0,0,0
"2746","TBM2011014603","2011","01","Winter",2,10,10,3,1,3,3,0,1,3,4,38
"2747","TBM2011014606","2011","01","Winter",2,10,10,4,2,10,5,0,8,10,6,65
"2748","TBM2011020301","2011","02","Winter",2,10,10,4,0,8,5,0,10,10,1,58
"2749","TBM2011020601","2011","02","Winter",2,10,10,7,0,5,5,10,10,10,5,72
"2750","TBM2011020602","2011","02","Winter",2,10,10,4,0,5,5,0,1,10,8,53
"2751","TBM2011024310","2011","02","Winter",2,10,10,6,8,10,7,0,0,10,2,63
"2752","TBM2011024311","2011","02","Winter",2,10,10,3,0,8,4,1,0,0,8,44
"2753","TBM2011030201","2011","03","Winter",2,10,10,10,0,5,9,10,0,7,4,65
"2754","TBM2011030202","2011","03","Winter",2,10,10,6,0,8,5,1,0,7,9,56
"2755","TBM2011030204","2011","03","Winter",2,10,10,10,1,5,10,10,1,10,1,68
"2756","TBM2011031102","2011","03","Winter",2,10,10,2,1,8,3,0,0,3,2,39
"2757","TBM2011034116","2011","03","Winter",2,10,10,4,6,5,5,0,0,0,4,44
"2758","TBM2011034408","2011","03","Winter",2,10,10,1,0,3,1,0,0,0,0,25
"2759","TBM2011034409","2011","03","Winter",2,10,10,2,0,3,2,0,0,7,4,38
"2760","TBM2011120501","2011","12","Winter",2,10,10,7,1,10,6,0,1,7,6,58
"2761","TBM2011120502","2011","12","Winter",2,10,10,7,0,8,5,0,1,7,8,56
"2762","TBM2011120505","2011","12","Winter",2,10,10,2,0,5,2,0,0,3,4,36
"2763","TBM2011120506","2011","12","Winter",2,10,10,2,0,5,2,0,0,0,4,33
"2764","TBM2011120507","2011","12","Winter",2,10,10,1,0,3,1,0,0,0,0,25
"2765","TBM2011120508","2011","12","Winter",2,10,10,10,1,8,9,0,0,10,8,66
"2766","TBM2011120806","2011","12","Winter",2,10,10,9,1,8,7,1,0,7,9,62
"2767","TBM2012011204","2012","01","Winter",2,10,10,3,0,5,3,0,0,3,4,38
"2768","TBM2012011205","2012","01","Winter",2,0,0,0,0,0,0,0,0,0,0,0
"2769","TBM2012011206","2012","01","Winter",2,10,10,6,0,8,6,0,10,10,1,61
"2770","TBM2012011207","2012","01","Winter",2,10,10,7,2,8,8,0,0,3,7,55
"2771","TBM2012011208","2012","01","Winter",2,10,10,7,6,10,9,0,1,10,5,68
"2772","TBM2012020401","2012","02","Winter",2,10,10,1,0,3,1,0,0,0,0,25
"2773","TBM2012020402","2012","02","Winter",2,10,10,10,10,8,10,4,1,10,6,79
"2774","TBM2012020503","2012","02","Winter",2,10,10,2,0,5,2,0,0,7,4,40
"2775","TBM2012020506","2012","02","Winter",2,10,10,3,0,10,4,0,0,7,7,51
"2776","TBM2012024102","2012","02","Winter",2,10,10,1,0,5,2,0,0,0,3,31
"2777","TBM2012024112","2012","02","Winter",2,10,10,7,7,8,6,0,0,3,4,55
"2778","TBM2012030701","2012","03","Winter",2,0,0,0,0,0,0,0,0,0,0,0
"2779","TBM2012030705","2012","03","Winter",2,10,10,2,0,5,3,0,0,3,6,39
"2780","TBM2012030805","2012","03","Winter",2,10,10,3,0,5,3,2,0,0,3,36
"2781","TBM2012030807","2012","03","Winter",2,10,10,2,10,8,3,1,0,0,0,44
"2782","TBM2012120301","2012","12","Winter",2,10,10,10,1,8,8,0,2,7,9,65
"2783","TBM2012120302","2012","12","Winter",2,10,10,3,0,5,3,0,0,7,6,44
"2784","TBM2012120303","2012","12","Winter",2,10,10,6,0,8,5,0,1,10,8,58
"2785","TBM2012120304","2012","12","Winter",2,10,10,1,0,3,1,0,0,0,0,25
"2786","TBM2012120307","2012","12","Winter",2,10,10,9,10,10,8,0,0,3,4,64
"2787","TBM2012120902","2012","12","Winter",2,10,10,3,0,5,3,0,0,0,6,37
"2788","TBM2012120906","2012","12","Winter",2,10,10,8,2,10,7,0,0,7,5,59
"2789","TBM2012120907","2012","12","Winter",2,10,10,8,8,8,7,0,0,3,8,62
"2790","TBM2013010407","2013","01","Winter",2,10,10,4,0,8,4,0,0,3,8,47
"2791","TBM2013010408","2013","01","Winter",2,10,10,10,1,10,10,2,1,10,10,74
"2792","TBM2013010409","2013","01","Winter",2,10,10,6,10,10,5,0,0,3,0,54
"2793","TBM2013010502","2013","01","Winter",2,10,10,8,0,5,6,0,0,7,9,55
"2794","TBM2013010503","2013","01","Winter",2,10,10,4,0,5,4,0,0,3,8,44
"2795","TBM2013020101","2013","02","Winter",2,10,10,6,0,8,5,10,0,0,3,52
"2796","TBM2013020701","2013","02","Winter",2,10,10,10,3,10,10,2,10,10,7,82
"2797","TBM2013020704","2013","02","Winter",2,10,10,3,0,5,3,10,0,3,0,44
"2798","TBM2013020707","2013","02","Winter",2,10,10,7,10,8,6,10,4,3,6,74
"2799","TBM2013030902","2013","03","Winter",2,10,10,6,6,8,6,0,0,7,2,55
"2800","TBM2013030905","2013","03","Winter",2,10,10,3,0,8,4,0,0,7,8,50
"2801","TBM2013030907","2013","03","Winter",2,10,10,9,4,10,10,4,2,10,7,76
"2802","TBM2013031105","2013","03","Winter",2,0,0,0,0,0,0,0,0,0,0,0
"2803","TBM2013031106","2013","03","Winter",2,10,10,2,0,3,2,0,0,3,4,34
"2804","TBM2013120901","2013","12","Winter",2,10,10,1,0,3,1,0,0,3,0,28
"2805","TBM2013120902","2013","12","Winter",2,10,10,3,0,10,4,0,0,3,8,48
"2806","TBM2013120906","2013","12","Winter",2,10,10,7,0,8,6,0,1,10,10,62
"2807","TBM2013120907","2013","12","Winter",2,10,10,4,0,5,4,0,0,0,7,40
"2808","TBM2013120908","2013","12","Winter",2,10,10,9,7,8,9,0,5,10,8,76
"2809","TBM2013120909","2013","12","Winter",2,10,10,2,0,5,3,0,0,0,4,34
"2810","TBM2014010601","2014","01","Winter",2,10,10,2,0,3,2,0,0,0,4,31
"2811","TBM2014010603","2014","01","Winter",2,10,10,3,0,8,3,0,0,3,6,43
"2812","TBM2014010802","2014","01","Winter",2,10,10,10,10,10,10,1,3,10,6,80
"2813","TBM2014010803","2014","01","Winter",2,10,10,8,0,10,8,0,1,10,10,67
"2814","TBM2014010804","2014","01","Winter",2,10,10,2,0,5,3,4,0,7,4,45
"2815","TBM2014010805","2014","01","Winter",2,10,10,2,0,5,4,0,9,10,3,53
"2816","TBM2014020501","2014","02","Winter",2,10,10,1,0,3,1,0,0,0,0,25
"2817","TBM2014020502","2014","02","Winter",2,10,10,8,0,8,6,3,0,3,7,55
"2818","TBM2014020507","2014","02","Winter",2,10,10,4,0,8,4,0,0,7,8,51
"2819","TBM2014020701","2014","02","Winter",2,10,10,3,0,5,3,0,0,10,6,47
"2820","TBM2014020702","2014","02","Winter",2,10,10,1,0,3,1,0,0,3,0,28
"2821","TBM2014020706","2014","02","Winter",2,10,10,3,0,5,3,0,0,0,6,37
"2822","TBM2014020707","2014","02","Winter",2,10,10,2,0,3,2,0,0,0,4,31
"2823","TBM2014020709","2014","02","Winter",2,10,10,4,0,5,4,1,0,3,6,43
"2824","TBM2014030601","2014","03","Winter",2,10,10,2,1,5,2,0,0,0,4,34
"2825","TBM2014030602","2014","03","Winter",2,10,10,6,0,5,5,0,0,3,9,48
"2826","TBM2014030604","2014","03","Winter",2,10,10,4,0,8,5,0,0,10,8,55
"2827","TBM2014030605","2014","03","Winter",2,10,10,2,0,3,2,0,0,7,4,38
"2828","TBM2014031102","2014","03","Winter",2,0,0,0,0,0,0,0,0,0,0,0
"2829","TBM2014031103","2014","03","Winter",2,10,10,10,1,10,10,10,0,10,5,76
"2830","TBM2014120506","2014","12","Winter",2,10,10,7,3,10,8,0,8,3,7,66
"2831","TBM2014120507","2014","12","Winter",2,10,10,8,0,8,6,0,0,3,10,55
"2832","TBM2014120901","2014","12","Winter",2,10,10,7,7,10,6,0,4,7,5,66
"2833","TBM2014120902","2014","12","Winter",2,10,10,3,0,3,3,0,0,0,4,33
"2834","TBM2014121401","2014","12","Winter",2,10,10,2,1,5,4,0,0,0,7,39
"2835","TBM2015010104","2015","01","Winter",2,10,10,10,0,8,8,0,0,3,10,59
"2836","TBM2015010106","2015","01","Winter",2,10,10,1,0,3,1,0,0,3,0,28
"2837","TBM2015010301","2015","01","Winter",2,0,0,0,0,0,0,0,0,0,0,0
"2838","TBM2015010303","2015","01","Winter",2,10,10,8,1,5,6,0,0,3,7,50
"2839","TBM2015011409","2015","01","Winter",2,10,10,4,0,8,5,0,3,7,4,51
"2840","TBM2015011410","2015","01","Winter",2,10,10,3,2,5,4,0,0,3,3,40
"2841","TBM2015020401","2015","02","Winter",2,10,10,3,0,5,3,0,0,3,6,40
"2842","TBM2015020403","2015","02","Winter",2,10,10,2,0,3,2,0,0,0,3,30
"2843","TBM2015020405","2015","02","Winter",2,10,10,2,0,3,2,0,0,0,3,30
"2844","TBM2015020701","2015","02","Winter",2,10,10,2,0,3,2,0,0,3,1,31
"2845","TBM2015020708","2015","02","Winter",2,10,10,1,1,5,3,0,0,0,6,36
"2846","TBM2015030201","2015","03","Winter",2,10,10,7,3,8,6,0,1,10,7,62
"2847","TBM2015030202","2015","03","Winter",2,10,10,4,0,3,4,0,0,0,7,38
"2848","TBM2015030203","2015","03","Winter",2,10,10,9,0,8,7,10,0,3,6,63
"2849","TBM2015030207","2015","03","Winter",2,10,10,8,0,8,7,1,5,7,5,61
"2850","TBM2015030208","2015","03","Winter",2,10,10,1,0,8,3,0,0,3,5,40
"2851","TBM2015030309","2015","03","Winter",2,10,10,4,0,8,4,0,0,3,5,44
"2852","TBM2015031101","2015","03","Winter",2,10,10,9,2,8,8,10,1,7,5,70
"2853","TBM2015031107","2015","03","Winter",2,10,10,9,4,10,9,2,4,10,10,78
"2854","TBM2015120608","2015","12","Winter",2,10,10,4,0,8,4,0,0,3,2,41
"2855","TBM2015120610","2015","12","Winter",2,10,10,6,2,5,5,0,0,0,8,46
"2856","TBM2015121002","2015","12","Winter",2,10,10,2,0,5,3,0,0,0,5,35
"2857","TBM2015121003","2015","12","Winter",2,10,10,2,0,5,3,0,0,0,5,35
"2858","TBM2015121004","2015","12","Winter",2,10,10,3,0,5,4,0,0,0,5,37
"2859","TBM2015121006","2015","12","Winter",2,10,10,3,10,8,5,0,0,0,0,46
"2860","TBM1998100702","1998","10","Fall",3,10,10,7,10,10,10,3,10,10,0,80
"2861","TBM1998100705","1998","10","Fall",3,10,10,1,0,7,2,0,0,0,7,37
"2862","TBM1998100805","1998","10","Fall",3,10,10,5,0,7,5,0,0,3,10,50
"2863","TBM1998110209","1998","11","Fall",3,10,10,4,0,7,4,0,1,5,8,49
"2864","TBM1998110210","1998","11","Fall",3,10,10,6,0,7,5,0,1,8,9,56
"2865","TBM1998111205","1998","11","Fall",3,0,0,0,0,0,0,0,0,0,0,0
"2866","TBM1998111206","1998","11","Fall",3,10,10,1,0,3,1,0,0,0,4,29
"2867","TBM1998111207","1998","11","Fall",3,10,10,8,2,10,10,10,1,5,7,73
"2868","TBM1999100606","1999","10","Fall",3,10,10,9,0,10,9,0,4,10,9,71
"2869","TBM1999100610","1999","10","Fall",3,10,10,8,0,7,7,0,0,8,8,58
"2870","TBM1999101415","1999","10","Fall",3,0,0,0,0,0,0,0,0,0,0,0
"2871","TBM1999101418","1999","10","Fall",3,10,10,7,9,10,9,0,1,5,3,64
"2872","TBM1999102106","1999","10","Fall",3,10,10,6,0,10,7,4,2,5,8,62
"2873","TBM1999110509","1999","11","Fall",3,10,10,10,2,10,10,0,2,10,6,70
"2874","TBM1999111206","1999","11","Fall",3,10,10,4,0,7,4,1,0,0,8,44
"2875","TBM2000100415","2000","10","Fall",3,10,10,8,10,10,9,0,3,10,2,72
"2876","TBM2000102606","2000","10","Fall",3,10,10,5,1,7,5,0,1,8,5,52
"2877","TBM2000102608","2000","10","Fall",3,10,10,1,4,3,2,0,0,0,0,30
"2878","TBM2000102701","2000","10","Fall",3,10,10,6,0,10,8,1,0,3,10,58
"2879","TBM2000102702","2000","10","Fall",3,10,10,2,0,3,2,0,0,0,2,29
"2880","TBM2000102704","2000","10","Fall",3,10,10,1,0,3,1,0,0,0,4,29
"2881","TBM2000110301","2000","11","Fall",3,10,10,1,0,0,1,0,0,5,4,31
"2882","TBM2000110303","2000","11","Fall",3,10,10,7,0,7,6,0,0,5,10,55
"2883","TBM2000110304","2000","11","Fall",3,10,10,3,0,3,2,3,0,0,5,36
"2884","TBM2000110809","2000","11","Fall",3,10,10,5,0,10,5,0,0,3,8,51
"2885","TBM2000110810","2000","11","Fall",3,10,10,4,0,3,4,0,0,0,4,35
"2886","TBM2000111404","2000","11","Fall",3,10,10,6,0,10,6,0,0,8,6,56
"2887","TBM2001100101","2001","10","Fall",3,10,10,6,0,10,8,0,1,8,6,59
"2888","TBM2001100102","2001","10","Fall",3,10,10,4,0,7,4,4,1,3,8,51
"2889","TBM2001100903","2001","10","Fall",3,10,10,1,0,3,1,0,0,3,5,33
"2890","TBM2001100904","2001","10","Fall",3,10,10,7,0,7,8,3,8,8,9,70
"2891","TBM2001110203","2001","11","Fall",3,10,10,2,0,3,1,0,0,0,6,32
"2892","TBM2001110204","2001","11","Fall",3,10,10,3,0,7,2,0,0,3,7,42
"2893","TBM2001110606","2001","11","Fall",3,10,10,4,0,7,4,0,0,3,6,44
"2894","TBM2001111005","2001","11","Fall",3,10,10,4,0,7,4,0,0,8,8,51
"2895","TBM2001111006","2001","11","Fall",3,10,10,3,0,3,3,0,0,0,4,33
"2896","TBM2001111007","2001","11","Fall",3,10,10,4,0,7,5,0,0,3,9,48
"2897","TBM2002100406","2002","10","Fall",3,10,10,4,0,7,4,0,0,5,5,45
"2898","TBM2002100407","2002","10","Fall",3,10,10,10,10,10,10,10,10,10,4,94
"2899","TBM2002101007","2002","10","Fall",3,10,10,6,1,7,6,0,2,8,3,53
"2900","TBM2002101104","2002","10","Fall",3,10,10,7,1,7,6,0,3,8,5,57
"2901","TBM2002101105","2002","10","Fall",3,10,10,6,1,7,6,0,1,5,6,52
"2902","TBM2002101203","2002","10","Fall",3,10,10,1,0,3,1,0,0,0,2,27
"2903","TBM2002101401","2002","10","Fall",3,10,10,10,1,7,10,1,1,8,6,64
"2904","TBM2002101402","2002","10","Fall",3,10,10,6,6,10,9,0,7,8,6,72
"2905","TBM2002101605","2002","10","Fall",3,10,10,1,0,0,0,0,0,0,0,21
"2906","TBM2002110204","2002","11","Fall",3,10,10,2,0,3,1,0,0,3,6,35
"2907","TBM2002110503","2002","11","Fall",3,10,10,9,10,10,10,0,3,8,1,71
"2908","TBM2002110607","2002","11","Fall",3,10,10,9,1,10,9,1,10,10,8,78
"2909","TBM2002110701","2002","11","Fall",3,10,10,6,1,7,6,10,0,3,3,56
"2910","TBM2002110901","2002","11","Fall",3,10,10,8,1,10,9,0,3,8,10,69
"2911","TBM2002110902","2002","11","Fall",3,10,10,3,0,3,2,0,0,3,5,36
"2912","TBM2002110903","2002","11","Fall",3,10,10,9,3,7,9,8,2,8,3,69
"2913","TBM2002111304","2002","11","Fall",3,10,10,3,0,3,2,0,0,0,7,35
"2914","TBM2003100207","2003","10","Fall",3,10,10,5,0,10,6,0,0,8,9,58
"2915","TBM2003100208","2003","10","Fall",3,10,10,7,1,7,8,0,2,10,5,60
"2916","TBM2003101103","2003","10","Fall",3,10,10,7,1,10,10,5,3,8,9,73
"2917","TBM2003101104","2003","10","Fall",3,10,10,1,0,0,1,0,0,0,4,26
"2918","TBM2003101106","2003","10","Fall",3,10,10,3,0,10,3,0,0,3,8,47
"2919","TBM2003101802","2003","10","Fall",3,10,10,7,3,10,8,0,7,8,6,69
"2920","TBM2003110113","2003","11","Fall",3,10,10,4,0,3,4,0,0,3,4,38
"2921","TBM2003110302","2003","11","Fall",3,10,10,2,0,7,1,1,0,0,6,37
"2922","TBM2003110906","2003","11","Fall",3,10,10,3,0,3,2,0,0,3,7,38
"2923","TBM2003110907","2003","11","Fall",3,10,10,6,2,10,7,0,2,8,2,57
"2924","TBM2003111603","2003","11","Fall",3,10,10,1,0,3,1,0,0,0,5,30
"2925","TBM2004100303","2004","10","Fall",3,10,10,1,0,3,1,0,0,0,1,26
"2926","TBM2004100304","2004","10","Fall",3,10,10,4,6,10,4,0,0,8,0,52
"2927","TBM2004100305","2004","10","Fall",3,10,10,10,1,10,10,1,10,10,10,82
"2928","TBM2004100308","2004","10","Fall",3,10,10,5,0,7,4,0,0,3,9,48
"2929","TBM2004100801","2004","10","Fall",3,10,10,9,1,10,9,0,4,5,9,67
"2930","TBM2004100802","2004","10","Fall",3,10,10,5,0,10,5,0,1,10,10,61
"2931","TBM2004110202","2004","11","Fall",3,10,10,0,0,0,0,0,0,0,0,20
"2932","TBM2004110205","2004","11","Fall",3,10,10,4,1,10,4,0,6,3,5,53
"2933","TBM2004110207","2004","11","Fall",3,10,10,4,1,10,4,0,1,3,5,48
"2934","TBM2004110503","2004","11","Fall",3,10,10,7,0,10,7,0,1,8,10,63
"2935","TBM2004110504","2004","11","Fall",3,10,10,10,1,10,10,0,10,10,8,79
"2936","TBM2004110904","2004","11","Fall",3,10,10,1,0,3,1,0,0,3,4,32
"2937","TBM2005100102","2005","10","Fall",3,10,10,6,0,10,6,0,0,5,10,57
"2938","TBM2005101004","2005","10","Fall",3,10,10,6,1,10,7,0,0,5,4,53
"2939","TBM2005101005","2005","10","Fall",3,10,10,3,0,10,3,0,0,3,6,45
"2940","TBM2005101007","2005","10","Fall",3,10,10,4,0,7,4,0,0,3,8,46
"2941","TBM2005101215","2005","10","Fall",3,10,10,4,1,10,4,0,0,5,2,46
"2942","TBM2005110104","2005","11","Fall",3,10,10,3,0,3,2,0,0,0,5,33
"2943","TBM2005110105","2005","11","Fall",3,10,10,3,0,3,2,0,0,5,2,35
"2944","TBM2005110207","2005","11","Fall",3,10,10,3,0,7,3,0,0,0,5,38
"2945","TBM2005110706","2005","11","Fall",3,10,10,8,0,10,8,1,1,3,10,61
"2946","TBM2005111102","2005","11","Fall",3,10,10,0,0,0,0,0,0,3,0,23
"2947","TBM2005111104","2005","11","Fall",3,10,10,5,0,3,4,0,1,3,8,44
"2948","TBM2005111105","2005","11","Fall",3,10,10,2,0,3,1,0,0,0,5,31
"2949","TBM2005111305","2005","11","Fall",3,10,10,3,10,10,4,0,0,0,0,47
"2950","TBM2006100706","2006","10","Fall",3,10,10,4,10,7,5,0,0,0,1,47
"2951","TBM2006101005","2006","10","Fall",3,10,10,0,0,0,0,0,0,0,0,20
"2952","TBM2006101006","2006","10","Fall",3,10,10,6,8,10,7,0,5,5,3,64
"2953","TBM2006101007","2006","10","Fall",3,10,10,5,0,7,5,0,0,3,8,48
"2954","TBM2006101104","2006","10","Fall",3,10,10,6,10,10,7,0,1,8,1,63
"2955","TBM2006101205","2006","10","Fall",3,10,10,0,0,0,0,0,0,0,0,20
"2956","TBM2006101207","2006","10","Fall",3,10,10,3,1,7,4,0,0,0,8,43
"2957","TBM2006110102","2006","11","Fall",3,10,10,6,2,10,7,0,0,3,8,56
"2958","TBM2006110104","2006","11","Fall",3,10,10,8,1,10,9,5,0,8,8,69
"2959","TBM2006110301","2006","11","Fall",3,0,0,0,0,0,0,0,0,0,0,0
"2960","TBM2006110302","2006","11","Fall",3,10,10,10,1,10,10,0,1,8,10,70
"2961","TBM2006110303","2006","11","Fall",3,10,10,9,0,7,8,0,1,5,10,60
"2962","TBM2006110706","2006","11","Fall",3,10,10,7,0,7,6,0,2,3,9,54
"2963","TBM2007100204","2007","10","Fall",3,10,10,4,1,10,4,0,0,3,2,44
"2964","TBM2007100501","2007","10","Fall",3,10,10,3,1,7,4,10,0,0,6,51
"2965","TBM2007100604","2007","10","Fall",3,10,10,0,0,0,1,0,0,0,4,25
"2966","TBM2007100606","2007","10","Fall",3,10,10,6,8,10,9,4,1,5,4,67
"2967","TBM2007100607","2007","10","Fall",3,10,10,2,0,3,1,0,0,0,4,30
"2968","TBM2007101003","2007","10","Fall",3,10,10,5,3,10,7,0,0,3,7,55
"2969","TBM2007101107","2007","10","Fall",3,10,10,2,0,10,3,0,0,3,4,42
"2970","TBM2007101201","2007","10","Fall",3,10,10,4,2,10,4,0,1,5,1,47
"2971","TBM2007101202","2007","10","Fall",3,10,10,7,5,10,7,10,10,8,6,83
"2972","TBM2007110203","2007","11","Fall",3,10,10,4,0,7,3,1,0,0,8,43
"2973","TBM2007110204","2007","11","Fall",3,0,0,0,0,0,0,0,0,0,0,0
"2974","TBM2007110206","2007","11","Fall",3,10,10,3,0,7,3,3,0,0,4,40
"2975","TBM2007110207","2007","11","Fall",3,10,10,6,1,10,5,10,0,0,4,56
"2976","TBM2007110208","2007","11","Fall",3,10,10,5,4,10,6,10,1,5,5,66
"2977","TBM2007110302","2007","11","Fall",3,10,10,9,3,10,9,5,10,8,7,81
"2978","TBM2007110303","2007","11","Fall",3,10,10,6,3,10,6,4,0,8,1,58
"2979","TBM2007110401","2007","11","Fall",3,10,10,2,0,0,1,0,0,0,4,27
"2980","TBM2007110402","2007","11","Fall",3,10,10,5,0,7,6,0,0,3,9,50
"2981","TBM2008100506","2008","10","Fall",3,10,10,0,0,0,0,0,0,0,0,20
"2982","TBM2008100703","2008","10","Fall",3,10,10,9,1,7,9,4,2,5,10,67
"2983","TBM2008101005","2008","10","Fall",3,10,10,6,3,10,10,1,2,5,7,64
"2984","TBM2008101006","2008","10","Fall",3,10,10,1,0,0,1,0,0,0,4,26
"2985","TBM2008101007","2008","10","Fall",3,10,10,1,0,3,1,0,0,0,4,29
"2986","TBM2008110305","2008","11","Fall",3,10,10,1,0,0,1,0,0,0,4,26
"2987","TBM2008110306","2008","11","Fall",3,10,10,5,0,7,4,0,0,0,9,45
"2988","TBM2008110307","2008","11","Fall",3,10,10,2,0,7,2,0,0,0,3,34
"2989","TBM2008110406","2008","11","Fall",3,10,10,6,2,7,7,1,0,3,6,52
"2990","TBM2008110801","2008","11","Fall",3,10,10,9,2,10,9,0,0,8,7,65
"2991","TBM2008110902","2008","11","Fall",3,10,10,0,0,0,0,0,0,0,0,20
"2992","TBM2008111306","2008","11","Fall",3,10,10,1,0,0,0,0,0,0,0,21
"2993","TBM2008111307","2008","11","Fall",3,10,10,9,10,7,9,0,5,8,1,69
"2994","TBM2009100201","2009","10","Fall",3,10,10,3,0,7,2,3,0,0,3,38
"2995","TBM2009100202","2009","10","Fall",3,10,10,4,0,7,3,0,0,5,8,47
"2996","TBM2009100203","2009","10","Fall",3,10,10,6,0,7,6,0,0,5,9,53
"2997","TBM2009100303","2009","10","Fall",3,10,10,1,0,3,1,0,0,0,6,31
"2998","TBM2009100305","2009","10","Fall",3,10,10,9,3,10,10,0,1,10,6,69
"2999","TBM2009100405","2009","10","Fall",3,10,10,6,1,10,7,8,2,5,5,64
"3000","TBM2009100407","2009","10","Fall",3,10,10,8,10,10,9,9,2,10,4,82
"3001","TBM2009100408","2009","10","Fall",3,10,10,7,10,10,9,6,1,5,1,69
"3002","TBM2009100503","2009","10","Fall",3,10,10,9,2,10,10,8,4,8,9,80
"3003","TBM2009100805","2009","10","Fall",3,10,10,1,0,0,0,0,0,0,0,21
"3004","TBM2009100806","2009","10","Fall",3,10,10,3,0,10,4,0,0,0,6,43
"3005","TBM2009110405","2009","11","Fall",3,10,10,9,0,10,9,1,0,5,10,64
"3006","TBM2009110406","2009","11","Fall",3,10,10,1,2,3,1,0,0,0,3,30
"3007","TBM2009111305","2009","11","Fall",3,10,10,9,10,7,10,0,0,5,1,62
"3008","TBM2009111406","2009","11","Fall",3,10,10,3,0,7,2,6,0,0,5,43
"3009","TBM2010100602","2010","10","Fall",3,10,10,1,0,0,1,0,0,3,3,28
